Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_Jun,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_Other,VisitorType_Returning_Visitor,ProductBrowsingIntensity,TotalDuration,BounceExitRatio
0,0.0,0,0.0,6,655.0,0.033333333,0.022222222,0.0,0.0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.009160291358333805,655.0,1.4354066979464755
1,72.0,0,0.0,10,343.0,0.0,0.02,0.0,0.0,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.029154433952087604,415.0,0.0
0,0.0,1,3.0,51,5407.788889,0.001923077,0.020120574,7.793528571,0.0,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.009430839778693923,5410.788889,0.09105230757459527
1,12.0,0,0.0,18,691.5,0.0,0.005,0.0,0.0,2,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.026030331120273146,703.5,0.0
9,468.3666667,1,88.0,114,3772.405525,0.0,0.001680672,42.41914286,0.0,2,2,2,14,1,1,0,0,0,0,0,1,0,0,0,0,1,0.030219436649924675,4328.7721917,0.0
5,55.5,0,0.0,4,24.5,0.022222222,0.037037037,0.0,1.0,3,2,6,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16325864250438757,80.0,0.5842258954082044
3,283.6666667,1,17.0,27,2154.72381,0.036781609,0.047660099,0.0,0.0,1,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.012530602457768145,2455.3904767,0.7558884950069666
0,0.0,0,0.0,22,883.0,0.133333333,0.148917749,0.0,0.0,3,2,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.024915034071309093,883.0,0.8893765674136423
0,0.0,0,0.0,4,33.0,0.1,0.15,0.0,0.6,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.12120844822884155,33.0,0.6622516556291391
0,0.0,0,0.0,14,632.0,0.028571429,0.042857143,0.0,0.0,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.022151863683759994,632.0,0.6514658056955511
0,0.0,0,0.0,3,25.0,0.066666667,0.133333333,0.0,1.0,3,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.11999520019199232,25.0,0.4962779193456028
0,0.0,0,0.0,14,180.5,0.085714286,0.092142857,0.0,0.0,3,2,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.07756189716400463,180.5,0.9202454032519102
0,0.0,0,0.0,9,73.66666667,0.0,0.022222222,0.0,0.2,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.12217028727564014,73.66666667,0.0
3,53.5,0,0.0,26,1097.05,0.0,0.019605911,0.0,0.0,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02369990091618348,1150.55,0.0
0,0.0,0,0.0,10,611.0,0.02,0.06,0.0,0.8,2,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.016366585324737604,611.0,0.3278688524590164
8,132.0,0,0.0,20,413.0,0.011111111,0.027407407,36.51581481,0.0,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0.04842603286674851,545.0,0.39113429113751913
0,0.0,0,0.0,20,724.1333333,0.074074074,0.083333333,0.0,0.6,3,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02761918483944366,724.1333333,0.8783487070290463
3,101.0,0,0.0,7,441.0,0.02,0.04,0.0,0.0,2,5,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.01587297987986422,542.0,0.4878048780487805
0,0.0,0,0.0,65,1803.584127,0.023794872,0.031250162,0.0,0.8,3,2,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.036039330235616875,1803.584127,0.7378217821045365
0,0.0,0,0.0,11,855.25,0.018181818,0.063636364,0.0,0.0,2,2,3,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.012861721295853498,855.25,0.28129394778456285
1,109.0,0,0.0,9,466.6666667,0.0,0.0125,0.0,0.0,2,4,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0.019285672957894687,575.6666667,0.0
7,278.8333333,2,15.0,38,2311.090909,0.004651163,0.022868217,4.247372093,0.0,2,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.016442444306095313,2604.9242423,0.1948684729990514
0,0.0,0,0.0,15,309.8,0.0,0.016666667,0.0,0.2,2,2,6,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04841817812079367,309.8,0.0
1,0.0,0,0.0,27,889.0,0.021428571,0.067857143,0.0,0.0,4,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03037116943625485,889.0,0.3112033126323583
0,0.0,0,0.0,9,78.25,0.077777778,0.088888889,0.0,0.0,1,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0.11501450460696987,78.25,0.8652657616004132
0,0.0,0,0.0,11,142.1666667,0.02,0.03,0.0,0.0,2,2,9,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0.07737342994600895,142.1666667,0.6451612903225806
0,0.0,0,0.0,5,57.0,0.0,0.04,0.0,0.6,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08771775933755549,57.0,0.0
0,0.0,0,0.0,22,647.6666667,0.009090909,0.026060606,0.0,1.0,2,2,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.03396803813303593,647.6666667,0.33594624599316064
1,21.5,2,323.0,14,836.8333333,0.0,0.001904762,0.0,0.0,2,2,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01672971512150074,1181.3333333,0.0
0,0.0,0,0.0,18,133.0,0.038888889,0.072222222,0.0,0.0,4,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0.13533732829076472,133.0,0.5311077421277929
4,250.8571429,1,37.5,71,1145.571429,0.0,0.004054054,80.58733784,0.0,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.06197774859331919,1433.9285719,0.0
0,0.0,0,0.0,15,984.0,0.015384615,0.007692308,0.0,0.0,2,5,3,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0.015243886947269364,984.0,1.7699113975252605
6,545.0,4,101.5,53,2797.213095,0.004098361,0.02454223,2.227278689,0.8,3,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.018947423472067123,3443.713095,0.16045431428657558
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,2,2,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2000.0,0.0,0.9950248756218906
0,0.0,0,0.0,3,108.0,0.0,0.066666667,0.0,0.0,2,2,4,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02777752057851316,108.0,0.0
6,60.0,0,0.0,4,34.0,0.0,0.033333333,0.0,0.0,2,2,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.11764359871768479,94.0,0.0
0,0.0,0,0.0,6,399.0,0.033333333,0.022222222,44.99,0.0,3,2,2,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0.015037556296851388,399.0,1.4354066979464755
1,13.0,1,53.0,16,388.7444444,0.0,0.006666667,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04115803858407865,454.7444444,0.0
3,37.3,4,166.0,67,3872.50942,0.039495923,0.04474971,2.341419718,0.0,3,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0.01730143827476131,4075.80942,0.8633043356996143
0,0.0,0,0.0,4,59.0,0.125,0.175,0.0,0.8,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.06779546109387977,59.0,0.7102272727272728
5,68.0,0,0.0,36,818.5,0.007894737,0.028070175,0.0,0.8,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04398284180471374,886.5,0.2715751453164627
0,0.0,0,0.0,57,4115.233333,0.003508772,0.018421053,0.0,0.0,2,2,3,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.013850973088681216,4115.233333,0.1806684735374544
0,0.0,0,0.0,10,146.7666667,0.0,0.002272727,0.0,0.0,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.06813489799793894,146.7666667,0.0
0,0.0,0,0.0,17,212.8333333,0.041176471,0.067647059,0.0,0.4,1,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.07987433106498706,212.8333333,0.5998286248504834
4,237.8333333,0,0.0,66,3268.075758,0.005882353,0.029549127,0.0,1.0,2,2,7,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0.02019536408942571,3505.9090913,0.19255388214530647
0,0.0,0,0.0,17,295.0,0.011764706,0.052941176,0.0,0.8,2,2,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.05762692329856509,295.0,0.21810251226261734
3,120.6666667,0,0.0,8,261.6,0.0,0.01,0.0,0.0,2,7,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03058092285579948,382.26666670000003,0.0
0,0.0,0,0.0,3,62.0,0.1,0.125,0.0,0.8,3,2,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.048386316349736294,62.0,0.7936507936507937
3,119.0,1,86.0,25,413.7222222,0.0,0.013076923,15.40042308,0.0,1,1,7,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.060426871537596766,618.7222222,0.0
0,0.0,0,0.0,13,1005.0,0.0,0.016666667,0.0,0.0,2,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012935310512128845,1005.0,0.0
0,0.0,0,0.0,54,2222.9,0.003703704,0.014814815,0.0,0.0,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02429257983149047,2222.9,0.2341920534637933
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,2,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1,1000.0,0.0,0.9950248756218906
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1000.0,0.0,0.9950248756218906
2,7.0,0,0.0,21,467.952381,0.047619048,0.068253968,0.0,0.0,2,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04487626514231767,474.952381,0.687600283062481
1,65.0,0,0.0,13,531.0,0.033333333,0.05,0.0,0.0,2,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02448206312229167,596.0,0.6535947647058823
0,0.0,0,0.0,4,142.0,0.0,0.05,0.0,0.6,2,2,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.028168815712565402,142.0,0.0
4,1764.0,1,0.0,3,86.0,0.0,0.033333333,0.0,0.0,3,2,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.034883315310287086,1850.0,0.0
1,68.0,0,0.0,20,870.6666667,0.0,0.020175439,0.0,0.0,2,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.022970877138235646,938.6666667,0.0
0,0.0,0,0.0,7,1010.166667,0.028571429,0.095238095,0.0,0.0,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.006929542717189344,1010.166667,0.29688273650886376
0,0.0,0,0.0,9,27.5,0.044444444,0.1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3272608268790226,27.5,0.440044
0,0.0,0,0.0,72,1353.115146,0.002857143,0.007277211,0.0,0.0,2,2,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0532105098389684,1353.115146,0.34518184929682233
2,63.66666667,0,0.0,26,542.1666667,0.008333333,0.03125,0.0,0.0,3,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04795564471458365,605.83333337,0.25839792248062016
0,0.0,0,0.0,28,623.9666667,0.023214286,0.036309524,0.0,0.6,3,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.044874120077542795,623.9666667,0.6222080453237623
0,0.0,0,0.0,4,123.0,0.0,0.066666667,0.0,0.0,3,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03252006081251372,123.0,0.0
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1052576180201042,19.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1000.0,0.0,0.9950248756218906
2,37.5,0,0.0,12,375.0,0.0,0.039583333,43.99,0.0,2,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0.031999914666894225,412.5,0.0
10,312.0,0,0.0,18,782.5,0.0,0.002105263,0.0,0.0,3,2,1,18,1,0,0,0,0,0,0,1,0,0,0,0,1,0.02300316549116231,1094.5,0.0
0,0.0,0,0.0,7,442.1666667,0.0,0.057142857,0.0,0.0,4,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.015831098759985382,442.1666667,0.0
6,299.0,1,41.0,36,696.4027778,0.0,0.002631579,0.0,0.0,2,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0.051694148061239883,1036.4027778,0.0
0,0.0,1,39.0,14,443.2083333,0.012,0.058222222,0.0,0.0,2,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03158778244979707,482.2083333,0.20262664241135703
1,0.0,1,313.0,6,135.5,0.028571429,0.085714286,0.0,1.0,2,2,7,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0.044280116013903956,448.5,0.3294892954547305
0,0.0,0,0.0,23,213.5,0.1,0.121212121,0.0,0.8,2,2,7,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.10772783265652151,213.5,0.8182494435228729
0,0.0,0,0.0,2,262.0,0.1,0.15,0.0,0.0,3,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.007633558650539503,262.0,0.6622516556291391
0,0.0,0,0.0,5,1144.0,0.12,0.133333333,0.0,1.0,1,1,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.004370625550152492,1144.0,0.8933002503555837
0,0.0,0,0.0,2,16.0,0.0,0.1,0.0,0.8,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.12499218798825072,16.0,0.0
6,93.5,0,0.0,23,251.3333333,0.0,0.013768116,0.0,0.0,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0915115722472605,344.8333333,0.0
0,0.0,0,0.0,13,171.5,0.019230769,0.080769231,0.0,0.8,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0758013072810071,171.5,0.23518343959967047
0,0.0,0,0.0,22,892.0,0.0,0.00952381,10.51809524,0.0,2,2,7,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0.024663649480213587,892.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,6,13,0,0,0,0,0,0,0,1,0,0,0,0,1,1000.0,0.0,0.9950248756218906
2,67.0,0,0.0,59,468.1916667,0.0,0.003278689,0.0,0.2,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.12601649747283408,535.1916667,0.0
0,0.0,0,0.0,7,180.0,0.028571429,0.057142857,0.0,0.6,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03888867284070644,180.0,0.491400499978871
12,251.8666667,0,0.0,60,1993.915257,0.005970149,0.011984127,13.09154641,0.0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03009153458143453,2245.7819237000003,0.45980365102713483
3,121.0,0,0.0,17,174.8333333,0.017647059,0.051764706,0.0,0.0,1,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.09723490620591968,295.8333333,0.3344481631338948
3,71.0,3,246.0,39,1501.333333,0.0,0.009756098,0.0,0.0,3,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0.02597689211707383,1818.333333,0.0
0,0.0,0,0.0,14,121.0,0.092857143,0.116666667,0.0,0.4,3,2,3,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11570152312790803,121.0,0.7891541875661354
5,110.0,0,0.0,39,1584.044444,0.0,0.016744186,12.73144186,0.0,4,1,8,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02462050577382299,1694.044444,0.0
0,0.0,0,0.0,25,438.075,0.008,0.024698413,0.0,0.6,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.057067723408723604,438.075,0.31130326997235197
7,136.6666667,1,7.0,25,687.5333333,0.013793103,0.014022989,5.078114943,0.0,1,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.036361820478122156,831.2,0.918133069258055
0,0.0,0,0.0,12,103.0,0.133333333,0.166666667,0.0,0.6,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11650372326482267,103.0,0.7952286246615733
1,8.0,0,0.0,29,826.85,0.007142857,0.029591837,10.98707143,0.0,1,1,3,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0.03507282448712041,834.85,0.2334889859670735
11,167.1666667,6,348.0,172,4086.144897,0.000555556,0.009603919,1.418440397,0.4,2,7,7,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04209345538207051,4601.3115637,0.05239157334189369
2,15.0,0,0.0,10,894.6666667,0.0,0.022222222,0.0,0.0,2,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.011177334749209396,909.6666667,0.0
5,142.7,0,0.0,29,1858.733333,0.025806452,0.031075269,0.0,0.0,3,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.015602014491868753,2001.433333,0.8045591761054288
2,114.0,0,0.0,24,368.3333333,0.092592593,0.114285714,0.0,0.4,3,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.06515819414654606,482.3333333,0.8031575620896099
0,0.0,0,0.0,3,6.0,0.066666667,0.133333333,0.0,0.6,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4999166805532411,6.0,0.4962779193456028
0,0.0,0,0.0,8,211.3333333,0.0,0.075,0.0,0.0,2,5,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0.03785471047264046,211.3333333,0.0
3,86.0,0,0.0,26,1197.666667,0.0,0.007142857,0.0,0.0,2,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02170886024261353,1283.666667,0.0
0,0.0,0,0.0,6,671.6666667,0.0,0.016666667,0.0,0.0,2,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0089329891812105,671.6666667,0.0
5,147.0,0,0.0,36,3473.733333,0.015384615,0.033333333,0.0,0.0,2,2,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.010363486826843646,3620.733333,0.44809558687471446
0,0.0,0,0.0,16,2515.1,0.053571429,0.070238095,0.0,0.0,3,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.006361573551121803,2515.1,0.7520053561230124
4,47.0,0,0.0,6,173.0,0.0125,0.0375,0.0,0.0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03468188045155808,220.0,0.3246753246753247
0,0.0,0,0.0,60,967.25,0.006779661,0.025141243,0.0,0.6,2,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.06203146856400252,967.25,0.2593473080067386
0,0.0,0,0.0,8,388.5,0.0,0.014285714,0.0,0.0,3,2,6,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.020591967588243016,388.5,0.0
0,0.0,0,0.0,7,906.0,0.0,0.016666667,14.98333333,0.4,4,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.007726260787791625,906.0,0.0
8,276.8666667,0,0.0,19,548.8831169,0.0,0.007674572,5.744057971,0.0,3,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0.03461568556093156,825.7497836,0.0
0,0.0,0,0.0,7,262.375,0.00952381,0.026984127,0.0,0.0,1,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.026679269445376103,262.375,0.34032900150860523
0,0.0,1,17.0,8,549.0,0.022222222,0.044444444,0.0,0.6,1,1,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.014571922455514653,566.0,0.48899755490462155
2,132.0,0,0.0,6,1564.0,0.044444444,0.066666667,0.0,0.0,3,2,2,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0038363146826632466,1696.0,0.6568144401142145
1,64.0,0,0.0,15,188.5,0.0,0.007142857,0.0,0.0,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0795751746675084,252.5,0.0
4,103.5,0,0.0,28,884.8040616,0.0,0.011326165,0.0,0.0,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.031645388589173956,988.3040616,0.0
0,0.0,0,0.0,4,81.0,0.0,0.05,0.0,0.4,2,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.049382106393748224,81.0,0.0
0,0.0,0,0.0,19,1651.928571,0.024561404,0.066233766,0.0,1.0,2,10,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.011501701000786796,1651.928571,0.3653135241598693
3,23.0,0,0.0,14,243.8333333,0.0,0.011764706,0.0,0.0,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05741603247798246,266.8333333,0.0
5,1321.25,0,0.0,7,54.5,0.0,0.04,0.0,0.2,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1284380103117374,1375.75,0.0
7,190.5833333,2,1131.0,46,5492.366667,0.019090909,0.043948052,8.567142857,0.0,2,6,6,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0083752586842253,6813.9500003,0.4247327336899939
1,7.0,0,0.0,7,151.5,0.0,0.025,50.9925,0.0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.04620431548306612,158.5,0.0
4,67.0,0,0.0,60,731.3333333,0.034920635,0.038095238,0.0,0.0,2,2,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08204182036588108,798.3333333,0.8932196550382939
4,131.0,1,0.0,39,1752.942857,0.020075188,0.03374269,0.0,0.2,1,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.022248288126434843,1883.942857,0.5778248028578098
2,46.0,0,0.0,13,195.0,0.0,0.008333333,0.0,0.0,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.066666324788078,241.0,0.0
3,67.0,0,0.0,7,274.25,0.0125,0.035,0.0,0.0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.025524063722648233,341.25,0.3472222222222222
1,77.0,1,335.0,33,3583.166667,0.02,0.045170068,11.15734286,0.0,2,2,3,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0.009209728114015157,3995.166667,0.4331810817345991
0,0.0,0,0.0,13,474.6818182,0.015384615,0.029230769,0.0,0.0,3,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.027386708558982766,474.6818182,0.5089058435794339
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1000.0,0.0,0.9950248756218906
0,0.0,0,0.0,4,79.0,0.0,0.05,0.0,0.0,2,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.050632270477588885,79.0,0.0
0,0.0,0,0.0,9,71.75,0.0,0.055555556,0.0,1.0,2,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.12543379186352802,71.75,0.0
0,0.0,0,0.0,66,6100.527778,0.010606061,0.046262626,0.0,0.8,2,5,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.010818734310050655,6100.527778,0.22440693413861515
0,0.0,2,15.0,93,3646.278788,0.017204301,0.023117504,0.0,0.0,1,1,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02550544812991734,3661.278788,0.7133532972566315
2,7.0,0,0.0,11,778.0,0.018181818,0.072727273,0.0,0.8,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.014138799307455903,785.0,0.24660912115927575
0,0.0,1,2.5,14,592.5666667,0.013333333,0.023333333,0.0,1.0,3,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.02362599376703386,595.0666667,0.5479451992869204
2,15.0,0,0.0,23,343.6666667,0.025,0.05,0.0,0.6,2,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.06692512048297385,358.6666667,0.49019607843137253
7,397.8333333,0,0.0,28,1249.628205,0.0,0.015053763,0.0,0.0,3,2,7,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.022406646618026185,1647.4615383,0.0
0,0.0,0,0.0,7,1260.666667,0.057142857,0.107142857,0.0,0.8,2,4,5,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.005552613256638714,1260.666667,0.5284015845817722
0,0.0,1,55.0,38,1377.409524,0.000877193,0.018859649,0.0,0.0,2,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0.027587998884782736,1432.409524,0.044169612463946364
3,251.0,2,104.0,15,675.8333333,0.0,0.004166667,0.0,0.0,2,10,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.022194788368855422,1030.8333333,0.0
0,0.0,0,0.0,18,1259.0,0.010526316,0.033684211,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.014297049803772992,1259.0,0.3034901384955824
0,0.0,0,0.0,16,1472.0,0.016666667,0.040625,0.0,0.0,2,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.01086955783318082,1472.0,0.4004004084084084
0,0.0,0,0.0,6,219.5,0.011111111,0.077777778,0.0,0.0,2,4,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.027334727404430957,219.5,0.14104372174599794
3,203.0,0,0.0,28,2394.0,0.033333333,0.057619048,0.0,0.0,2,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.011695901547242461,2597.0,0.568643369984446
0,0.0,0,0.0,29,364.1666667,0.020689655,0.01954023,0.0,0.0,3,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.07963364859596417,364.1666667,1.0072747481406004
5,232.4,0,0.0,6,190.4,0.042857143,0.061904762,0.0,0.0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0.03151243953550664,422.8,0.6813020451456441
0,0.0,0,0.0,14,253.1666667,0.014285714,0.04047619,0.0,0.6,3,2,8,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.05529932073272925,253.1666667,0.34443168478107555
0,0.0,0,0.0,49,579.5833333,0.0,0.00625,0.0,0.0,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08454334802496635,579.5833333,0.0
0,0.0,0,0.0,9,953.8333333,0.0,0.011428571,92.83857143,0.0,3,2,1,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0.00943560080172677,953.8333333,0.0
0,0.0,0,0.0,7,297.0,0.028571429,0.071428571,0.0,0.8,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02356894421230905,297.0,0.39447732580558575
0,0.0,0,0.0,21,597.3333333,0.09047619,0.121428571,0.0,0.6,3,2,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0.035156191146731124,597.3333333,0.7390120562625859
3,22.33333333,1,0.0,105,2900.638469,0.009433962,0.021263103,0.0,0.0,2,2,8,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0.036198914453921746,2922.97180233,0.4237487469738608
5,54.0,0,0.0,15,304.5,0.0,0.010526316,0.0,0.0,2,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04926092196741554,358.5,0.0
